id,record_sha256,part,qualifies_80,full_detail,returns_percent,sources
A0203CC7C53,48a9f803fb11e61789dcf90ec749117e91020f8e09ee28dc0a964c69eded2532,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315,""preview_return"":97.55386057}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A02F89D6385,ecfac7b23023952d2ff56850f494d66cf1f47955f3b132f264e7b341d89c3654,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432,""preview_return"":124.92828261}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A034AD0AAE4,cf91a2bd616438480b2d2f5d8a350b30ea7f6c1e2634cfc64fe372dc094f14e2,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432,""preview_return"":124.92828261}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A03AEAF2068,21001ae7c1a853cbc7835b0523666bc41239d35019a9e295078c9ef8874058ce,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649,""preview_return"":92.09845816}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A03D741FE91,9a854a8194b2fb5bb139fc5101140e703d900134395291c0bbb54adccf8f72aa,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432,""preview_return"":126.2371701}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A06EAA35969,49cee0762d68fd56d48d1ea7a2d8458e40d189b6df5e2fe10f5dd7521682cade,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315,""preview_return"":107.99019555}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A06EAA35969,83d5ee3836d60a69e7c981f7073a0e57a7bf4f8504e35c03c70e04c5b5d894b5,records/part-0000.jsonl.gz,1,True,"{""best_development_compound"":166.58363315}",before-cleanup/positive-strategies-v11.sqlite3
A06EAA35969,a06d408664ab0713244dffa216fe29d7a6796905386d8cc38b35034ef750ee93,records/part-0000.jsonl.gz,0,False,{},before-cleanup/positive-strategies-v11.sqlite3
A06EAA35969,fd3b223bc4f0ea1e0b7186e43b4d3ebd026e18f49c9bae25c2799dd5d9ff634c,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315}",before-cleanup/positive-strategies-v11.sqlite3
A08FBC3992C,d45708f6572af8a4731b687abe717400012b766b569bdcc2b97163abc9935e9e,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315,""preview_return"":99.78239649}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A0A4BF54555,4c5112820000c95694a7809c3c09c39ef06658b28d90aad37ff9afc1a1144ae9,records/part-0000.jsonl.gz,1,True,"{""development_compound"":94.2936288,""preview_return"":98.48675046}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A0B0FC66EE7,5e50cd7be8f4850cf0acc157499448b0d0585b1d95c4d5974a7a6986face3ba5,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432,""preview_return"":99.99057264}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A0C37213754,8c0c71d0aa20665902f08749cf5f481c05030018327864601fd76eb76430bfe5,records/part-0000.jsonl.gz,1,True,"{""development_compound"":102.58165154,""preview_return"":110.6849176}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A0C8B5D6391,07ba519dde28fa52d58b75a550471b6e77a91e62eadf3b03c31cc4c2d70f62ee,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649,""preview_return"":135.09339664}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A0E7DAFD70E,43e834d23fbdfe43b5113d26e6afed92082f51453c54ac1b2d32ce6f0880f978,records/part-0000.jsonl.gz,1,True,"{""development_compound"":87.29812457,""preview_return"":83.59559728}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A118F583764,0e6797f0f09099d5ba3d8a933ba40fdad1514f025fd1baf567b74e61f2c989f5,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432,""preview_return"":124.92828261}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A118F583764,7b349c0c2682c6f92215dbbf07be2ae04b9ea991473d4559f7d22d651aae54ff,records/part-0000.jsonl.gz,0,False,{},before-cleanup/positive-strategies-v11.sqlite3
A118F583764,a56f1b8bcc55732853f97bd5e241e8864c1d62a33e4c342d7f433a50ca59bdd0,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432}",before-cleanup/positive-strategies-v11.sqlite3
A118F583764,f82a36facfc67539ff8d2f8749bd25fdd28671fc038f5f8e784f4225d36736a9,records/part-0000.jsonl.gz,1,True,"{""best_development_compound"":146.47155432}",before-cleanup/positive-strategies-v11.sqlite3
A11BDDCBB6B,65edc8700dd9a00c8eded13763c930462706ee58f3a3bcefe170777cc93f21df,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649,""preview_return"":89.95563516}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A1290C343E7,575bce3071048fd62879e152f6e0ca7109e440d36f5b3943979f7d5a82c0ea9a,records/part-0000.jsonl.gz,1,True,"{""development_compound"":142.38635077,""preview_return"":81.64853356}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A1332A9944D,2451e44ea7e6e931bab4fca28299a0db17d91f4a13b5764798b2dbb72e1edf84,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649,""preview_return"":89.95563516}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A13E13EE32A,5a8681b9c18c53edf4de05ef09a53dd87db3f2116b30da7541e37376b506b88c,records/part-0000.jsonl.gz,1,True,"{""development_compound"":211.86514519,""preview_return"":224.339751}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A162C444273,82ceda894442b514bf1d3d705f7a4affe03e8cf7548fbc736c50214c9f2fe703,records/part-0000.jsonl.gz,1,True,"{""development_compound"":132.0209052,""preview_return"":126.32794201}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A1782E9B851,c00c2f9ba5dabfd7ebb6840d270bafd76f0794b1912fbc9f7bfa50436d47665a,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432,""preview_return"":126.05134293}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A181C7D819B,55607b652648931022be286fa58f5c608c2373ee82b6ec1d3ad389c9a661f5cc,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432,""preview_return"":126.2371701}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A1AAAE109CE,2e1a892fe3b73e0df46087ea034a30b674968d82005250958d516f923225ce53,records/part-0000.jsonl.gz,1,True,"{""development_compound"":82.93159553,""preview_return"":79.69183557}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A1ADF4826E8,2ea5149f02376d515f7fab19833625a31c65bbcaabec4d6a57830da81da32c9e,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315}",before-cleanup/positive-strategies-v11.sqlite3
A1ADF4826E8,51e948b8fd9525cddf1b90594a5d89669ba326445c014b786b315855db5dbe60,records/part-0000.jsonl.gz,0,False,{},before-cleanup/positive-strategies-v11.sqlite3
A1ADF4826E8,5a741e0839bc773675faa81f64e79d9241b6823ca0776a761243aec90781badb,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315,""preview_return"":99.78239649}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A1ADF4826E8,c8383cee358957704b5f775fbd51427941f5dd76185ea19406e2f975aeca9717,records/part-0000.jsonl.gz,1,True,"{""best_development_compound"":166.58363315}",before-cleanup/positive-strategies-v11.sqlite3
A1BF53DDBFD,3336a1b26cc799d216540b619804c283f68f6249fdee673282a8acb0b53b940b,records/part-0000.jsonl.gz,1,True,"{""development_compound"":101.72544717,""preview_return"":101.72544717}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A1EA8D668F6,c08dd3d1df9c9685f6e534b158ae067169e888df9e2b6004b49a780ec20eee97,records/part-0000.jsonl.gz,1,True,"{""development_compound"":188.33685761,""preview_return"":164.44809852}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A1EE0D3B871,0abaf3884286bbef49ea7380dd850fe47ac7f2708d187542f112ec19459295f9,records/part-0000.jsonl.gz,1,True,"{""development_compound"":158.82296893,""preview_return"":152.47237896}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A1EF02C50F9,863f0bc1d74158346197882318949a9e01d08abff11d9ff462f699f7703a267a,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649,""preview_return"":89.95563516}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A2010DE5AE9,6bef3f24d890e49bbc027eaf9a3c74eec9c3504aa28930e8a6c7b3eb9d6f8901,records/part-0000.jsonl.gz,1,True,"{""development_compound"":167.73818627,""preview_return"":201.16904716}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A20D3B5372A,138626842e627bab36fd067003c3f73c9efd73d52f09dd7b3d85e351406d4c7e,records/part-0000.jsonl.gz,1,True,"{""development_compound"":133.06379882,""preview_return"":114.03013087}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A21A2089132,b57c3a82ead8c5cdba0bb0996b64c028f8ae2c88591f9c0132d5ec605adb8921,records/part-0000.jsonl.gz,1,True,"{""development_compound"":139.296384,""preview_return"":133.42490658}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A2275DB0B63,4c1536a7430377d48f6cc996e2f0528e1dab0e39bb6d3a4df1dd3a43bde451ff,records/part-0000.jsonl.gz,1,True,"{""development_compound"":94.79004956,""preview_return"":91.3402737}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A22D13AFF5E,0cec71afc6bb880b1e06116d8fff0a7bfdadcdd53f6618914b32d3c145cda588,records/part-0000.jsonl.gz,0,False,{},before-cleanup/positive-strategies-v11.sqlite3
A22D13AFF5E,b17cfde30ee4f0272b48a467fbc4c337689d1a13dce0690dd0af58aec7f68538,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649}",before-cleanup/positive-strategies-v11.sqlite3
A22D13AFF5E,c0042acff59351c3f8b7334ba3b3e638ce4a224f1f26a21c1cb75a9c802fc499,records/part-0000.jsonl.gz,1,True,"{""best_development_compound"":156.33041649}",before-cleanup/positive-strategies-v11.sqlite3
A249802574F,45eb9fdfcbce81e88f2c3989199f8af603e5e055083076ccc1c9c2b8ab93add3,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315,""preview_return"":107.99019555}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A24E6144D59,8e790ddcbf5d6af4a953bbd380bc923b16b90fd3298a118cf98640822c6c2d63,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315,""preview_return"":107.99019555}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A26D2657A2E,a8e6ab7ff7af4fd9cc0c68005198d4f4e12293e9a7108b18c45229defedd2c3f,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649,""preview_return"":99.99057264}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A2783F43088,33fa245491ff8584c5086fc5c50873913c43c50c3410313f34e0cd4711fc0ac3,records/part-0000.jsonl.gz,1,True,"{""best_development_compound"":156.33041649}",before-cleanup/positive-strategies-v11.sqlite3
A2783F43088,5fc4582ee305e61f32d6e09957befa2283caccc36ec07bc5d1e4add8ef9b720b,records/part-0000.jsonl.gz,0,False,{},before-cleanup/positive-strategies-v11.sqlite3
A2783F43088,a278f16a5c6d4ec2f8f7d2153254bdd89a4e13d7e26f5da6b53340dbe1db33e4,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649}",before-cleanup/positive-strategies-v11.sqlite3
A2783F43088,a7358fec19635872ee2705d99fb22cfac287ec7417232b87b1eb2cfaf3671b8d,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649,""preview_return"":99.99057264}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A2CF90DCCE1,ee390306a81924066f6dd58b03ab068d130e4480519fd74359a5fdad00556c8b,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432,""preview_return"":126.2371701}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A2D2C115FF8,0fe9ba53f9bc6b62fc9960abd693fecd25e7676f72ea9893e1ea198b02c69411,records/part-0000.jsonl.gz,1,True,"{""development_compound"":181.55221685,""preview_return"":181.55221685}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A2D59C3631A,84483d0aa4a59716e362692d56a40be07e806bf7207494eb774f9cce0a40d726,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432,""preview_return"":124.92828261}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A2DA4CE55A6,99f884eaac878de58650b878b3962ec1029c062ca6c60a2650feb4bb500f0686,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432,""preview_return"":124.92828261}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A31BC71B331,56908d0c1209cc820b987428f94e8d4f7c200f7b6b376a2274f772b48777edb2,records/part-0000.jsonl.gz,1,True,"{""development_compound"":80.61112347,""preview_return"":44.94123735}",legacy-c/checkpoints/automatic-6m-e6afcb8f64205d76-interesting.sqlite3;live/checkpoints/automatic-6m-e6afcb8f64205d76-interesting.sqlite3
A370899D8CD,8ce91fa83f299629ec59e3e7dfa55bfb56a22c606ea80b374a686cea8cda431b,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315,""preview_return"":107.99019555}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A38760E5783,6e4c60ed3affd2a275633c9c3b779ffe0d26302c978d35a44cd26c95d40d55dd,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649,""preview_return"":92.09845816}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A38A3D8B57D,dae960ef7e0fab33a86f0cb021ce3ed2ac22cec3718d952a9945d68ad405b550,records/part-0000.jsonl.gz,1,True,"{""development_compound"":110.6849176,""preview_return"":113.73608177}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A39D1D3B0C3,4875034e84ba77874702015beff6bc7aff11006d519dc13f5de41c29978e724e,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315,""preview_return"":99.42954873}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A3D76FFF033,97f7c64696dfb880735a216f2b33ae7aaa57460518da03328483a423530538bc,records/part-0000.jsonl.gz,1,True,"{""development_compound"":133.06379882,""preview_return"":114.03013087}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A3E8811293A,52160f5339bb67d049e222156971fe354c70bd080495931ea3d0a67e53f19a6e,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315,""preview_return"":97.55386057}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A3E8811293A,557a9d279fd7701cf24454643815c9042304869a66ee9f9fb3661819df180e90,records/part-0000.jsonl.gz,0,False,{},before-cleanup/positive-strategies-v11.sqlite3
A3E8811293A,90a50082045d4434528730aab84dc78f39d4c929debf9bce4a571301c2f97e0a,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315}",before-cleanup/positive-strategies-v11.sqlite3
A3E8811293A,fed05174522498baa7cb18b392363651e18801493eb151763ed4c6865ebe215b,records/part-0000.jsonl.gz,1,True,"{""best_development_compound"":166.58363315}",before-cleanup/positive-strategies-v11.sqlite3
A3EE923CED3,9eadf9d597b108cdce2d3de157991b83d499381734a6a86e80bf35fc6d7d639e,records/part-0000.jsonl.gz,1,True,"{""development_compound"":110.83734264,""preview_return"":93.36943192}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A403132F442,02f022aa6dcb69809794701aab68f72b97f6c43fb32be5bae7b2f0520e09a6c3,records/part-0000.jsonl.gz,1,True,"{""best_development_compound"":156.33041649}",before-cleanup/positive-strategies-v11.sqlite3
A403132F442,27f2b9713d7fe8f7ccf8d854e90d23a19a3c9503a18f76afea3f3f57ff017656,records/part-0000.jsonl.gz,0,False,{},before-cleanup/positive-strategies-v11.sqlite3
A403132F442,92fab3a41349157b2d2115889ef0508e477eca644c87532938d0a8db0e0890e6,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649}",before-cleanup/positive-strategies-v11.sqlite3
A403132F442,fc6b72c34c0d0dfd49b9621b2aaee39b8338b6201fae795720e8c87e689652a0,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649,""preview_return"":89.95563516}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A40656EC3E8,5001e9d3cc4e862b6ebfda44b333f89c2967bdb107e4a11ec4cfd8d35fb20700,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649,""preview_return"":89.95563516}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A48ED8B4BA2,8f1faa49635b8359b753bb64c6b6d15058e33220d9bcabdd34222100404ad391,records/part-0000.jsonl.gz,1,True,"{""development_compound"":119.1123143,""preview_return"":113.73608177}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A4A62954D65,9d7b5e2ede9de82608cf7b801c3b17ab6ebd5e3af702a0e379805d279ffc9869,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649,""preview_return"":89.95563516}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A4ADF51CA1B,336e6d0f95b858ea4d426728dfcbc308ee4d726edae056cea02e11d7053a8b19,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649,""preview_return"":89.95563516}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A4B7E5568F8,3590089cedfab42efb50c0208fbad26a6d9a4097837f1dc9c5ff53d25a21e6db,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649}",before-cleanup/positive-strategies-v11.sqlite3
A4B7E5568F8,48fe9431cdd478b127d70ef27b59a9d0b3cac108c6671edbdf8f8ef4217d3ec9,records/part-0000.jsonl.gz,1,True,"{""best_development_compound"":156.33041649}",before-cleanup/positive-strategies-v11.sqlite3
A4B7E5568F8,83554316a3c605c9f9e17fba34e7cefa310289678862395806f03247776ecc23,records/part-0000.jsonl.gz,0,False,{},before-cleanup/positive-strategies-v11.sqlite3
A4C62E44242,173c8b0293a7b7a72a14ae8f659188f6fd27774785a6b4c770af7a084f246e6a,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315}",before-cleanup/positive-strategies-v11.sqlite3
A4C62E44242,855ed5d67fff31b6d7aa64ab51f6686e1c2cea668c05a0f61f6066c15e017e79,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315,""preview_return"":97.55386057}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A4C62E44242,9e3dbc87067e7220ac9d234e0edc38686a5e154eedb9abaa635623d6154a06bb,records/part-0000.jsonl.gz,0,False,{},before-cleanup/positive-strategies-v11.sqlite3
A4C62E44242,ff140b4994d3f7768f207362edab0039146f089052c07efe142979ed2de54b94,records/part-0000.jsonl.gz,1,True,"{""best_development_compound"":166.58363315}",before-cleanup/positive-strategies-v11.sqlite3
A4D9318D3E4,5060f4ef2fb006820ccee95f7cb012955ffeba06c632dcaabb45d26ca9970849,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649,""preview_return"":135.09339664}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A4DAC8184DB,b6e0230c3c54b607e296ee85741e794e15c98c06a55082d9b1887c36e6e31924,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432,""preview_return"":99.88997245}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A4DD6E47CC2,29f02a6b1d62a16c51050a4755f5dd072b6f940aa1c016517b90af47bd6fa869,records/part-0000.jsonl.gz,1,True,"{""best_development_compound"":146.47155432}",before-cleanup/positive-strategies-v11.sqlite3
A4DD6E47CC2,35d7d20601d116bf3c2fafd72cfb29c9668a2e4be3be6b8a8f3d92e1d12213fd,records/part-0000.jsonl.gz,0,False,{},before-cleanup/positive-strategies-v11.sqlite3
A4DD6E47CC2,414507a8e13e6a600ee566a88c16429fa6e7e56b7eff4deab37980b17bd08623,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432}",before-cleanup/positive-strategies-v11.sqlite3
A4DD6E47CC2,89c717f3fb2ab3a2dc3d14378b2023d6e0889a05359d91472f4bb0f9dd60832a,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432,""preview_return"":124.92828261}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A4E1718107C,d7a55c82913fd410fe7568833ad37c624c783ab5d9123dbe9f4cead6c2366ba3,records/part-0000.jsonl.gz,1,True,"{""development_compound"":109.07274497,""preview_return"":91.75103148}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A4E240F31BC,d0fbab4e15a2b3b985fdee7a5333b66619f7266d74c7301e52cdaac75e0157b0,records/part-0000.jsonl.gz,1,True,"{""development_compound"":102.58165154,""preview_return"":110.6849176}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A4F8F103C21,efd4c554dabb50b104f4360043d33e170fd1bdb93873f28124361604cbbb38de,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649,""preview_return"":177.24697847}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A512D135FE7,86e92adc0514f8a4eed1f154483d76ac7168e8094ab0019d4f686bbf75ee69c7,records/part-0000.jsonl.gz,1,True,"{""development_compound"":156.33041649,""preview_return"":135.09339664}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A53992B2A67,2e10fa26726e3e2e4e0f241ee7539db87c1bd21f0d130857520ae709437ef495,records/part-0000.jsonl.gz,1,True,"{""development_compound"":133.06379882,""preview_return"":113.93014072}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A54F16DE7E0,02212e050bca8c73812b388f459996ae31a699c9f2105569b8abbde129154fb2,records/part-0000.jsonl.gz,1,True,"{""development_compound"":98.45630788,""preview_return"":102.73926583}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A55124947E1,02eb98a60dbeb030d5e9be398e30a339605e4e3133c576ff747f6b78f7188d39,records/part-0000.jsonl.gz,1,True,"{""development_compound"":86.72487722,""preview_return"":83.41793739}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A5A40A17560,97bb70e4339ef749d4541966a98ee96095cc2e3f9e8369ff5d01b6a403943b3d,records/part-0000.jsonl.gz,1,True,"{""development_compound"":84.95755554,""preview_return"":80.41935863}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A5A7899DD32,a4c19e55e7a2e4ae440981a4aba7df7eeb60b6d7abfcb5c8eb5ebb16a35e936e,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315,""preview_return"":99.78239649}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A5BACC346A0,56fe071d60ef33d21473bc9a494d97d437e0309ef598bb9acf7039a80ba7e519,records/part-0000.jsonl.gz,1,True,"{""best_development_compound"":146.47155432}",before-cleanup/positive-strategies-v11.sqlite3
A5BACC346A0,5eb552394da6cf542679af2b928bf2d45a3e93f019f037e74aaac66c670fec01,records/part-0000.jsonl.gz,0,False,{},before-cleanup/positive-strategies-v11.sqlite3
A5BACC346A0,b863e26802a1deaf326b03b9e3dd70e164814eec6a90f884a40fbaa023d14590,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432}",before-cleanup/positive-strategies-v11.sqlite3
A5BACC346A0,e47193831be25d49f8df3346510eda151310a103f74426c0cae46456b85ced28,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432,""preview_return"":124.92828261}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A5D0836B73E,0b0d6b7eda092eb0583586e9cdee139a8c5a35e1cc115071246de049e5a0e126,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315,""preview_return"":97.55386057}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A5E9F5E2467,27944ad80e347ea93bd0755716493a0ea05dbbe6e3eb155eaf90c2b5c2de3aea,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432,""preview_return"":126.87674014}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A5F5614685B,4702c00f9fa59750b00eeca86405b57cf560b4c02eaef676b3cf3370ae48e02e,records/part-0000.jsonl.gz,1,True,"{""development_compound"":74.43448938,""preview_return"":81.41186895}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A60877AA4E3,27a7e544d278555418a4df29c675c141fd523359f8ac0a701603328863888ff7,records/part-0000.jsonl.gz,1,True,"{""development_compound"":106.32023473,""preview_return"":114.57304412}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A68B1210553,00a1dd3b9c9f6c27bd87a41949cbd150826755ab3a71108cf1e5c521e9bcff0b,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315,""preview_return"":99.78239649}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A6BC2A18884,cc286ae6c8fd3d419d68319ceb455b113bd892a46c7d123a65e36e6b919b288e,records/part-0000.jsonl.gz,1,True,"{""development_compound"":166.58363315,""preview_return"":97.55386057}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A6E5E6C56F4,279bae8ff57d064d73688aab48be56e0033967ca5e215e6e20c252f72e8e79c4,records/part-0000.jsonl.gz,1,True,"{""best_development_compound"":146.47155432}",before-cleanup/positive-strategies-v11.sqlite3
A6E5E6C56F4,2bbecde648b76a77320fb2445599a9e8d0e85b83353a07d8564312648be0c7df,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432,""preview_return"":124.92828261}",live/checkpoints/automatic-6m-bear-f8ccb2a670bc977c-interesting.sqlite3
A6E5E6C56F4,6f0333c633f20eb50bca28847d856232e6b8895380dd3a75a72b7657ea191bba,records/part-0000.jsonl.gz,0,False,{},before-cleanup/positive-strategies-v11.sqlite3
A6E5E6C56F4,f71040d439577c64b39ff30670b987857190c6e1a1ea6478580153cde3987836,records/part-0000.jsonl.gz,1,True,"{""development_compound"":146.47155432}",before-cleanup/positive-strategies-v11.sqlite3
